"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 12:08:44 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","c) Alumbrado público","d) Drenaje","d) Desaprueba mucho","d) Desaprueba mucho","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","f) 6","3","11","Carlos","1737","328","1"
"2021/04/15 12:18:20 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","c) PRD","g) Pavimentación de calles","d) Drenaje","a) Aprueba mucho","c) Desaprueba poco","f) No contesta (No leer)","d) Preparatoria","j) Trabaja por su cuenta","c) 3","3","13","Luis","1738","328","5"
"2021/04/15 12:19:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","3","15","Carlos","1737","328","3"
"2021/04/15 12:23:15 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","b) PRI","c) Alumbrado público","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","h) 8 o más","3","12","Erick","1737","328","4"
"2021/04/15 12:25:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","d) Drenaje","c) Desaprueba poco","c) Desaprueba poco","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","f) 6","3","14","Leo","1737","328","7"
"2021/04/15 12:25:44 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","b) Recolección de basura","e) Agua potable","b) Aprueba poco","d) Desaprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","e) 5","3","11","Alejandra","1737","328","2"
"2021/04/15 12:29:45 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","d) Preocupado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","a) PAN","c) Alumbrado público","d) Drenaje","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","d) 4","3","13","Luis","1737","328","6"
"2021/04/15 12:37:12 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","g) No votará (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","d) Drenaje","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","b) Ama de casa y trabaja","d) 4","3","14","Leo","1737","328","8"
"2021/04/15 12:53:20 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","d) Preocupado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","a) PAN","c) Alumbrado público","d) Drenaje","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","d) 4","3","13","Luis","1737","328","6"
"2021/04/15 12:56:56 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","c) Alumbrado público","d) Drenaje","b) Aprueba poco","c) Desaprueba poco","b) Casado","c) Secundaria","a) Ama de casa","d) 4","3","12","Erick","1737","297","4"
"2021/04/15 12:56:56 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","d) Preocupado","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","i) Transporte público","a) Aprueba mucho","b) Aprueba poco","b) Casado","b) Primaria","a) Ama de casa","c) 3","3","15","Carlos","1737","297","3"
"2021/04/15 12:57:29 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","i) No sabe / No contesta (No leer)","c) Alumbrado público","d) Drenaje","b) Aprueba poco","99) No sabe / No contesta (No leer)","a) Soltero","d) Preparatoria","f) Desempleado","f) 6","3","11","Alejandra","1737","297","1"
"2021/04/15 12:58:22 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","i) No sabe / No contesta (No leer)","99) No sabe / No contesta (No leer)","d) Drenaje","a) Aprueba mucho","d) Desaprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","3","14","Leo","1737","297","7"
"2021/04/15 12:59:15 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","e) Agua potable","c) Desaprueba poco","c) Desaprueba poco","b) Casado","b) Primaria","a) Ama de casa","d) 4","3","13","Luis","1737","297","5"
"2021/04/15 1:07:26 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","h) Ninguno (No leer)","b) Recolección de basura","d) Drenaje","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","a) Ama de casa","b) 2","3","14","Leo","1737","297","8"
"2021/04/15 1:08:21 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","a) No iré a votar","g) No votará (No leer)","h) Ninguno (No leer)","j) Ninguno (No leer)","d) Drenaje","b) Aprueba poco","d) Desaprueba mucho","e) Viudo","a) No estudió","a) Ama de casa","a) 1","3","11","Alejandra","1737","297","2"
"2021/04/15 1:08:46 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","f) Anulará su voto (No leer)","i) No sabe / No contesta (No leer)","j) Ninguno (No leer)","d) Drenaje","a) Aprueba mucho","c) Desaprueba poco","b) Casado","e) Licenciatura","a) Ama de casa","d) 4","3","13","Luis","1737","297","6"
"2021/04/15 1:46:41 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","b) PRI","g) Pavimentación de calles","c) Alumbrado público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","d) Preparatoria","i) Empleado en el sector privado","d) 4","3","11","Alejandra","1737","155","1"
"2021/04/15 1:47:11 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","e) Agua potable","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","c) Jubilado","c) 3","3","15","Carlos","1737","155","3"
"2021/04/15 1:49:48 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","3","14","Leo","1737","155","7"
"2021/04/15 1:50:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","h) Ninguno (No leer)","j) Ninguno (No leer)","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","c) Unión libre","d) Preparatoria","a) Ama de casa","e) 5","3","13","Luis","1737","155","5"
"2021/04/15 1:52:56 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","f) Desempleado","e) 5","3","11","Alejandra","1737","155","2"
"2021/04/15 1:53:46 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","h) Empleado en el sector público","e) 5","3","12","Erick","1737","155","4"
"2021/04/15 1:55:08 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","e) Agua potable","c) Desaprueba poco","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","c) 3","3","15","Carlos","1737","155","8"
"2021/04/15 1:56:43 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","d) Preocupado","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","e) Agua potable","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","e) Viudo","b) Primaria","f) Desempleado","e) 5","3","13","Luis","1737","155","6"
"2021/04/15 2:14:31 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","a) Jorge Martínez, por el Partido Verde","h) Ninguno (No leer)","b) Recolección de basura","c) Alumbrado público","d) Desaprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","b) Ama de casa y trabaja","d) 4","3","13","Luis","1737","269","5"
"2021/04/15 2:16:29 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","a) Ama de casa","d) 4","3","15","Carlos","1737","269","6"
"2021/04/15 2:16:48 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","b) Aburrido","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","g) Pavimentación de calles","c) Desaprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","3","14","Leo","1737","269","7"
"2021/04/15 2:19:03 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","e) Agua potable","c) Desaprueba poco","b) Aprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","e) 5","3","11","Alejandra","1737","269","1"
"2021/04/15 2:19:40 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","b) PRI","b) Recolección de basura","e) Agua potable","d) Desaprueba mucho","b) Aprueba poco","d) Divorciado","e) Licenciatura","b) Ama de casa y trabaja","c) 3","3","12","Erick","1737","269","3"
"2021/04/15 2:23:24 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","d) 4","3","11","Alejandra","1737","269","2"
"2021/04/15 2:29:09 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","b) PRI","c) Alumbrado público","d) Drenaje","b) Aprueba poco","b) Aprueba poco","a) Soltero","c) Secundaria","j) Trabaja por su cuenta","c) 3","3","12","Erick","1737","269","4"
"2021/04/15 2:30:36 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","d) Drenaje","c) Desaprueba poco","b) Aprueba poco","a) Soltero","c) Secundaria","j) Trabaja por su cuenta","e) 5","3","14","Leo","1737","269","8"
"2021/04/15 2:43:19 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","d) Desaprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","3","14","Leo","1737","269","7"
"2021/04/15 2:44:12 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","b) Aburrido","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","e) Agua potable","c) Alumbrado público","b) Aprueba poco","c) Desaprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","c) 3","3","11","Alejandra","1737","128","1"
"2021/04/15 2:45:32 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","e) Agua potable","c) Alumbrado público","c) Desaprueba poco","b) Aprueba poco","c) Unión libre","d) Preparatoria","a) Ama de casa","e) 5","3","12","Erick","1737","128","3"
"2021/04/15 2:45:35 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","e) 5","3","15","Carlos","1737","128","4"
"2021/04/15 2:46:41 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","j) Trabaja por su cuenta","d) 4","3","14","Leo","1737","269","8"
"2021/04/15 2:47:26 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","h) Ninguno (No leer)","c) Alumbrado público","e) Agua potable","d) Desaprueba mucho","c) Desaprueba poco","a) Soltero","e) Licenciatura","c) Jubilado","d) 4","3","13","Luis","1737","128","5"
"2021/04/15 2:49:12 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","h) Ninguno (No leer)","e) Agua potable","g) Pavimentación de calles","d) Desaprueba mucho","a) Aprueba mucho","b) Casado","f) Posgrado","h) Empleado en el sector público","b) 2","3","11","Alejandra","1737","128","2"
"2021/04/15 2:51:33 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","g) Entretenido","c) Estoy seguro que iré a votar","a) Jorge Martínez, por el Partido Verde","i) No sabe / No contesta (No leer)","c) Alumbrado público","e) Agua potable","b) Aprueba poco","c) Desaprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","3","13","Luis","1737","128","6"
"2021/04/15 3:06:36 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","g) Entretenido","c) Estoy seguro que iré a votar","a) Jorge Martínez, por el Partido Verde","i) No sabe / No contesta (No leer)","c) Alumbrado público","e) Agua potable","b) Aprueba poco","c) Desaprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","3","13","Luis","1737","128","6"
"2021/04/15 3:12:06 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","e) Agua potable","a) Aprueba mucho","c) Desaprueba poco","a) Soltero","d) Preparatoria","d) Estudiante","d) 4","3","12","Erick","1737","97","3"
"2021/04/15 3:17:37 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","h) Estresado","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","h) Ninguno (No leer)","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","d) 4","3","11","Alejandra","1737","97","1"
"2021/04/15 3:46:09 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","e) Agua potable","a) Aprueba mucho","b) Aprueba poco","b) Casado","b) Primaria","b) Ama de casa y trabaja","h) 8 o más","3","15","Carlos","1737","90","3"
"2021/04/15 3:46:40 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","a) Ama de casa","e) 5","3","14","Leo","1738","90","7"
"2021/04/15 3:49:08 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","f) 65 años o más","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","e) Viudo","b) Primaria","c) Jubilado","f) 6","3","14","Leo","1738","90","8"
"2021/04/15 3:51:11 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","d) Divorciado","d) Preparatoria","b) Ama de casa y trabaja","e) 5","3","11","Alejandra","1738","90","1"
"2021/04/15 3:51:20 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","b) Recolección de basura","f) Seguridad pública","c) Desaprueba poco","b) Aprueba poco","a) Soltero","b) Primaria","i) Empleado en el sector privado","d) 4","3","15","Carlos","1737","90","4"
"2021/04/15 3:56:09 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","99) No sabe / No contesta (No leer)","c) Unión libre","c) Secundaria","a) Ama de casa","b) 2","3","11","Alejandra","1738","90","6"
"2021/04/15 3:57:36 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","e) 5","3","12","Erick","1737","90","5"
"2021/04/15 4:00:55 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","b) Recolección de basura","d) Drenaje","a) Aprueba mucho","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","c) 3","3","11","Alejandra","1738","90","2"
"2021/04/15 6:13:30 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","b) No (Agradecer y solicitar la participación de otra persona)","c) 35 a 44 años","b) Mujer","d) Preocupado","a) No iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","d) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","d) Desaprueba mucho","d) Divorciado","c) Secundaria","j) Trabaja por su cuenta","g) 7","3","13","Luis","1640","13","5"
"2021/04/15 6:13:38 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","h) Empleado en el sector público","f) 6","3","12","Erick","1640","13","3"
"2021/04/15 6:20:37 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","e) 5","3","15","Carlos","1640","13","1"
"2021/04/15 6:24:22 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","h) Centros de salud","b) Aprueba poco","a) Aprueba mucho","b) Casado","b) Primaria","a) Ama de casa","g) 7","3","12","Erick","1640","13","4"
"2021/04/15 6:25:13 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","b) Aburrido","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","e) Licenciatura","i) Empleado en el sector privado","d) 4","3","13","Luis","1640","13","6"
"2021/04/15 6:25:29 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","j) Trabaja por su cuenta","c) 3","3","14","Leo","1640","13","7"
"2021/04/15 6:29:04 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","b) Aburrido","c) Estoy seguro que iré a votar","c) Carlos Morales, por MORENA","d) MORENA","e) Agua potable","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","c) Jubilado","f) 6","3","15","Carlos","1640","13","2"
"2021/04/15 6:30:20 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","d) MORENA","c) Alumbrado público","g) Pavimentación de calles","b) Aprueba poco","c) Desaprueba poco","d) Divorciado","b) Primaria","c) Jubilado","f) 6","3","14","Leo","1640","13","8"
"2021/04/15 6:45:50 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","d) Preocupado","c) Estoy seguro que iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","h) Ninguno (No leer)","g) Pavimentación de calles","e) Agua potable","c) Desaprueba poco","c) Desaprueba poco","b) Casado","e) Licenciatura","h) Empleado en el sector público","e) 5","3","13","Luis","1640","13","5"
"2021/04/15 6:47:03 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","c) Alumbrado público","g) Pavimentación de calles","d) Desaprueba mucho","c) Desaprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","e) 5","3","14","Leo","1640","97","7"
"2021/04/15 6:48:06 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","b) Willy Ochoa, por PRI, PAN y PRD","b) PRI","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","f) Desempleado","e) 5","3","15","Carlos","1640","97","1"
"2021/04/15 6:50:30 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","c) Carlos Morales, por MORENA","d) MORENA","g) Pavimentación de calles","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","3","13","Luis","1640","97","6"
